Date,Socrata Users,Socrata Sessions,Socrata Bounce Rate,Geohub Users,Geohub Sessions,Geohub Bounce Rate,Combined Users
2/25/2016,393,477,1.89,168,222,47.3,561
4/22/2015,651,732,8.61,,,,
8/29/2014,151,173,46.24,,,,
5/7/2015,776,884,58.26,,,,
6/25/2015,428,485,7.01,,,,
12/26/2015,53,55,0,,,,
8/25/2018,211,240,29.58,146,155,22.58,357
12/27/2014,31,35,45.71,,,,
11/9/2015,429,513,8.19,,,,
6/22/2015,405,453,7.95,,,,
3/25/2015,305,346,2.02,,,,
7/2/2014,166,206,42.72,,,,
12/2/2014,163,206,49.51,,,,
2/18/2016,370,428,6.31,480,550,41.27,850
10/8/2016,126,144,0,31,31,54.84,157
8/18/2015,341,396,6.06,,,,
11/7/2016,432,488,0,154,193,45.08,586
7/12/2014,19,23,52.17,,,,
9/20/2016,386,450,0,145,185,38.38,531
1/29/2016,345,405,2.96,,,,
8/6/2016,78,86,0,25,28,39.29,103
11/14/2016,419,490,0.2,164,205,39.51,583
7/31/2015,346,370,5.41,,,,
8/26/2018,257,295,26.44,137,149,23.49,394
1/26/2017,350,411,7.54,153,174,39.08,503
7/7/2016,326,364,0,183,208,40.38,509
8/7/2015,494,527,2.66,,,,
6/12/2016,90,100,5,20,21,42.86,110
7/16/2018,662,725,25.1,313,370,24.05,975
2/27/2016,116,131,1.53,37,49,34.69,153
9/22/2016,371,412,0,149,180,42.22,520
8/1/2014,132,176,45.45,,,,
1/27/2017,338,386,11.14,95,106,40.57,433
1/26/2015,214,282,49.65,,,,
4/18/2016,427,503,4.57,140,181,35.36,567
11/16/2016,406,480,0,156,178,43.82,562
10/26/2014,82,98,44.9,,,,
9/8/2014,200,255,41.57,,,,
9/1/2015,279,314,5.1,,,,
9/28/2014,60,70,47.14,,,,
11/18/2016,305,358,0,111,135,37.04,416
3/3/2016,368,419,5.01,130,158,46.2,498
10/20/2014,165,190,43.16,,,,
6/4/2014,643,839,44.22,,,,
8/6/2018,586,659,26.86,440,492,19.31,1026
10/23/2016,133,147,0,49,66,42.42,182
2/26/2016,363,407,4.42,123,142,50,486
6/16/2015,287,335,6.27,,,,
12/23/2015,221,249,3.21,,,,
2/13/2016,107,120,0.83,37,42,59.52,144
7/3/2015,284,303,2.31,,,,
12/11/2016,108,121,1.65,33,46,41.3,141
8/24/2014,45,72,50,,,,
4/10/2016,193,214,4.67,141,164,53.05,334
6/8/2016,333,379,4.22,143,186,47.85,476
11/17/2015,342,411,6.57,,,,
6/4/2016,118,136,2.94,54,72,30.56,172
6/20/2016,364,407,1.97,128,171,36.84,492
1/12/2017,345,379,9.5,131,158,48.1,476
5/4/2015,376,418,8.61,,,,
9/28/2016,365,405,0,157,195,47.18,522
3/9/2016,398,468,4.7,156,206,55.83,554
6/12/2015,269,293,8.53,,,,
2/26/2015,147,173,47.4,,,,
4/21/2015,563,628,8.76,,,,
2/19/2015,228,291,48.8,,,,
1/6/2017,282,321,9.97,84,98,44.9,366
8/30/2016,380,416,0,150,172,45.93,530
10/12/2015,471,519,3.66,,,,
12/22/2015,241,275,4.36,,,,
1/21/2016,369,450,4.89,,,,
4/28/2016,415,477,4.4,171,214,43.46,586
7/10/2015,327,358,4.19,,,,
7/18/2015,193,201,0.5,,,,
10/15/2014,199,263,47.53,,,,
4/13/2016,419,484,4.96,143,183,45.36,562
6/23/2015,298,340,7.65,,,,
4/25/2016,373,452,3.98,124,147,37.42,497
4/15/2016,391,464,2.59,130,164,51.22,521
12/17/2014,164,193,44.56,,,,
9/14/2016,344,396,0,135,171,46.2,479
9/22/2015,340,415,5.54,,,,
8/6/2014,181,248,41.94,,,,
10/29/2015,380,480,7.08,,,,
3/25/2016,345,366,3.01,71,81,38.27,416
4/16/2015,542,613,9.3,,,,
3/1/2016,380,426,6.34,147,175,45.14,527
8/24/2016,366,418,0,162,199,42.71,528
8/18/2016,310,350,0,169,207,50.24,479
6/6/2016,345,384,3.91,108,137,42.34,453
8/22/2016,286,311,0,124,157,43.31,410
6/9/2016,333,379,3.69,145,184,46.74,478
3/7/2016,374,418,4.31,115,156,46.79,489
5/30/2014,636,980,30.41,,,,
9/8/2015,279,323,5.57,,,,
3/2/2016,370,419,4.3,201,248,43.55,571
8/7/2014,163,228,39.47,,,,
9/2/2015,346,391,8.7,,,,
6/3/2014,2365,2622,65.1,,,,
12/6/2014,50,53,49.06,,,,
11/12/2015,361,454,7.27,,,,
2/13/2015,147,181,59.67,,,,
5/27/2016,296,346,3.47,78,88,50,374
4/15/2015,446,520,9.62,,,,
8/23/2016,410,454,0.22,162,189,40.21,572
1/21/2017,107,123,10.57,24,28,25,131
5/19/2016,310,342,4.68,144,174,46.55,454
2/9/2015,211,263,57.03,,,,
7/13/2014,46,50,36,,,,
1/26/2016,380,423,5.91,,,,
1/28/2016,333,386,6.48,,,,
11/5/2015,382,485,6.39,,,,
9/23/2014,158,188,42.55,,,,
1/19/2016,345,418,3.35,,,,
8/4/2016,323,380,0.26,118,142,45.77,441
1/5/2017,337,372,14.25,133,160,52.5,470
3/10/2015,290,334,6.29,,,,
5/28/2014,223,415,28.92,,,,
3/27/2015,255,286,3.15,,,,
8/17/2015,417,458,3.93,,,,
9/1/2016,314,358,0,128,155,48.39,442
5/31/2014,1986,2385,45.2,,,,
7/22/2015,345,387,7.24,,,,
12/18/2015,216,261,7.66,,,,
1/13/2015,214,251,49,,,,
3/11/2015,310,361,6.09,,,,
11/28/2016,380,450,0,123,148,42.57,503
10/8/2015,412,520,4.81,,,,
6/25/2014,193,248,38.71,,,,
1/4/2016,301,345,6.96,,,,
9/4/2015,261,358,5.03,,,,
7/9/2015,375,415,7.47,,,,
1/16/2015,181,209,45.93,,,,
7/10/2014,175,228,45.61,,,,
11/27/2016,149,178,0,49,63,57.14,198
3/23/2015,286,325,0.92,,,,
7/21/2016,303,334,0,159,204,40.2,462
7/24/2015,344,374,5.35,,,,
8/25/2015,329,365,4.93,,,,
7/1/2015,407,450,6.89,,,,
6/24/2016,229,263,0,100,122,44.26,329
2/15/2017,420,499,10.62,157,183,36.61,577
7/25/2015,181,186,1.61,,,,
8/28/2016,463,484,0,37,49,53.06,500
1/7/2016,321,366,7.1,,,,
6/19/2015,271,313,5.75,,,,
5/29/2015,263,298,10.4,,,,
12/30/2014,88,114,50.88,,,,
12/7/2014,53,59,52.54,,,,
6/23/2016,344,377,0,122,144,41.67,466
9/19/2016,389,449,0,154,190,53.16,543
8/12/2015,438,486,4.53,,,,
6/18/2014,345,440,53.41,,,,
1/17/2017,384,430,9.07,134,148,44.59,518
10/26/2015,346,473,7.19,,,,
5/12/2015,341,415,7.71,,,,
6/6/2015,164,226,4.42,,,,
12/20/2016,251,281,1.78,111,130,39.23,362
4/24/2015,488,531,5.08,,,,
1/11/2016,361,414,4.83,,,,
5/10/2016,321,370,3.24,112,131,48.09,433
6/17/2014,240,310,48.71,,,,
8/8/2014,152,190,41.05,,,,
9/25/2015,251,282,4.61,,,,
5/23/2016,344,406,3.94,115,139,41.73,459
10/25/2015,143,178,11.24,,,,
12/2/2015,318,385,4.68,,,,
9/17/2014,181,245,43.27,,,,
2/29/2016,466,521,3.45,147,187,46.52,613
6/2/2014,2266,2588,49.3,,,,
8/22/2014,181,219,42.92,,,,
1/22/2016,292,334,3.89,,,,
8/20/2014,269,345,43.77,,,,
9/11/2018,347,390,24.1,1,1,100,348
6/17/2015,277,321,8.1,,,,
2/11/2016,344,414,3.38,568,661,40.7,912
6/13/2016,382,426,5.4,123,154,47.4,505
8/29/2015,112,123,7.32,,,,
11/19/2015,353,447,4.03,,,,
3/31/2015,302,345,5.8,,,,
12/8/2014,186,216,42.59,,,,
9/10/2014,191,216,47.69,,,,
1/10/2015,59,71,74.65,,,,
1/4/2015,53,61,40.98,,,,
10/30/2014,177,216,44.44,,,,
9/5/2014,158,188,38.83,,,,
3/23/2016,366,426,3.05,112,135,48.15,478
9/13/2015,121,133,9.77,,,,
3/21/2015,77,85,3.53,,,,
6/20/2018,617,680,28.24,293,320,25.31,910
6/21/2018,552,603,31.01,256,276,25,808
6/22/2018,466,517,32.69,205,234,26.5,671
6/23/2018,182,209,34.93,87,103,24.27,269
6/24/2018,215,231,38.96,125,133,16.54,340
6/25/2018,670,772,30.96,271,306,23.86,941
